과목,분류,대상_식별자,질문_제목,질문_내용,답변,추가질문,재답변,날짜
특허법,조문,186조,186의 규정에 대한 질문입니다.,"안녕하세요 임병웅 변리사님 186조 6항과 관련하여 질문드립니다 판례는 무효심결 전까지 타절차에서 특허권을 당연무효라 할수 없다고 하여 공정력을 인정합니다 그런데 이것이 제186조 6항의 심결전치주의와 의미가 같은것인지가 궁금합니다. 미국의 경우 법원에서 무효판단이 가능하다고 하여 원트랙제도이고 현재 우리나라의 경우는 투트랙으로 운용되고있는데, 186조 6항에서의 심결전치주의의 의미가, 이러한 공정력을 인정하고 있는 조문인지, 공정력과 관련이 있는것인지가 명확히 이해가 안돼서 질문드립니다",안녕하세요? 전혀 상관없는 내용입니다. 열공하세요~, ,,18.07.14
특허법,문제,186조,186조 질문드립니다,"안녕하세요 임병웅 변리사님 도해특허법을 보다 궁금한 점이 있어 질문드립니다. 소의 이익에 대한 내용인데 ""동그라미 2번"" 아래 사진의 의미를 이해를 못하겠습니다. 자세한 설명 부탁드립니다.","안녕하세요? 소의 이익이 없으면 그 자체로서 소각하되어야 하고, 심결의 위법성을 판단할 필요가 없다는 것입니다. 열공하세요~", ,,18.10.03
특허법,조문,186조,소의 이익과 관련된 질문입니다.,"소의 이익 중 침해소송과 권리범위확인심판의 관계에 대한 질문을 드리고 싶은데 법조문이 맞는지 잘 모르겠습니다. 틀린경우, 정정해주시면 바로 고치도록 하겠습니다. 제 질문은 이지특허법 p.1154에서 소극적 권리범위확인심판의 기각심결이 내려진 후, 침해와 관련된 민사소송에서 이 심결을 고려하여 원고의 승소판결이 선고되고, 이 사건의 심결취소소송의 상고심 계속 중에 민사판결이 그대로 확정된 경우 심결을 취소할 이익, 즉 소의 이익이 있는지 여부와 관련하여 ~ -> 이때 강의에서 변리사님이 ‘ 무관하다. 사법부의 절차와 행정부의 절차는 별개의 독립된 절차이다’ 라고 하셨는데요. 제가 궁금한 것은 위 글에서 사법부의 절차와 행정부의 절차가 각각 어떤 것을 가리키는지 모르겠습니다. 권리범위확인심판의 기각심결에 대한 심결취소소송 상고심이 대법원(사법부)에서 계속 중이고, 민사소송도 사법부의 절차가 아닌가요?? 둘 다 사법부인 것 같은데 제가 어느 부분을 잘못 알고있는지 잘 모르겠습니다ㅠㅠ","행정부의 절차(소극적 권리범위확인심판-특허심판원), 사법부의 절차(민사소송-민사법원)입니다. 불복을 법원에 한 것이지만 엄연히 구분되는 절차입니다. 열공하세요~", ,,18.10.23
특허법,문제,186조,특허소송-이해관계와 관련된 질문입니다.(객관식882번),객관식 882번에 2번지문에서 심판청구 전부터 이해관계가 없었음에도 불구하고 본안심결이 이루어졌고 심결에 대한 심결취소소송이 제기된 경우에 소의이익의 존부는 사실심변론종결시를 기준으로 판단하여야 하므로 이해관계가 인정되지 아니하는 자가 청구한 본 소송은 소 각하 되는것이 타당하다.(틀린지문) 이지문과 비교해서 필기노트에서는 심판단계에서 당사자 간의 합의가 이루어질 경우에는 심판의 이익이 없으므로 심판청구를 각하하여야 함에도 불구하고 실체판단을 한 심결은 위법하므로 그 심결은 취소 되어야 한다. 아래 지문으로 계속 공부하다가 객관식 지문을 보고 어디가 다른지 골라내질 못해서 질문드립니다....,"전혀 다른 지문입니다. 객관식 지문은 소 각하된다는 것이고, 필기토트는 소 각하되지 않고 본안심리를 하여 심결을 취소한다는 것입니다. 제목이 질문규칙에 맞지 않으니 수정해 주세요~", ,,18.10.23
특허법,조문,186조,소의이익과 심판의 이익에 관련된 질문입니다,"안녕하세요 변리사님. 공부하다가 의문이 들어 질문남깁니다. 도해특허법 306페이지 소의이익 2.판단의 3번을 보면 [한편, 침해소송이 제기된 후에 소극적 권리범위확인심판을 청구한 경우 소의 이익과 별개로 심판의 이익이 있는지 여부와 관련하여 1)침해소송에 대한 중간확인적 판단을 별도의 절차에서 구하는 것에 불과하여 분쟁의 종국적 해결을 추구할 수 없고, 소송경제에 비추어 유효적절한 수단이라고 할 수 없다는 점, 2)이사건 소극적 권리범위확인심판을 통해 추가적으로 제거할 법적 지위의 불안/위험이 남아 있다고 보기 어렵다는 점 등을 근거로 부정] 이라고 나와있는데요, 비슷한 내용이 도해상표법에도 나와있는데 거기서는 소극적 권리범위확인심판은 별도의 절차기 때문에 침해소송이 제기된 후에도 심판청구를 할 수 있다고 되어있어서 특허랑 상표가 다른가보다 이렇게 생각을 했는데요 객관식특허법 784번의 3번보기를 보면, 갑이 을에게 침해소송을 제기한 경우인데 을은 소극적권리범위확인 심판을 청구할 수 있다고 되어있습니다.(맞는보기라고 되어있음) 도해특허법에 기재된 내용이 잘못된건지 아니면 제가 이해를 잘못하고 있는건지 여쭈어보고싶습니다~",안녕하세요? 도해특허법이 출간된 후 판례가 새로 나왔습니다. 특허법원 판례가 대법원에서 뒤집어진 것이니다. 요지는 침해소송과 심판의 이익은 별개이다입니다. 열공하세요~, ,,18.11.15
특허법,문제,186조,특허소송 질문입니다.,"안녕하세요 임병웅 변리사님 13년 기출문제에서 '특허법원은 특허심판원의 심결에 대한 취소청구가 이유 있다고 인정하더라도 그 심결에서 판단의 대상이 된 특허청의 결정을 취소할 수 없다.'라고 돼있는데요, 심결에 대한 취소청구가 이유있으면 판결로써 해당 심결이나 결정을 취소하고 심판원에 환송해야하는 것 아닙니까? 위 지문의 어느 부분을 잘못파악하고 있는지 알려주시면 감사하겠습니다.","안녕하세요? 검색해 보시면 동일한 질문이 몇 개 있으니, 추가적인 궁금한 사항에 대해 질문해 주세요.", ,,18.11.28
특허법,조문,,[위법 판단의 기준 시점] 질문입니다.,안녕하세요 변리사님! 이지특허법 1169쪽 3.위법판단의 기준시점 질문입니다! 소송에서 심결의 위법성 판단은 심결당시의 법령과 사실상태를 기준으로 판단하잖아요. 그래서 위 지문에서 “심결이 있는 후에 그 심결에 대한 취소 소송 계속 중 ~~ 그 심판 자체가 부적법한 것으로 돼는 것은 아니게 된다.” 는 이해가 되는 데 바로 다음 문장에서 “특허법원에서 심결의 위법성 여부에 대한 실체 판단후 심결이 위법함을 전제로 심결을 취소하고 환송하면 심판관 합의체가 심결각하 하면 된다.” 이 부분이 이해가 되지 않습니다. 심결당시 부적법하지 않았기 때문에 오히려 소송에서 심결을 취소하는게 아니라 기각판결을 해야 하는 것 아닌가요? 심결을 취소하고 환송하는 근거가 무엇인지 모르겠습니다 ㅜㅜ,"심결의 위법성이 있는지 여부는 불명확한 것이고, 단지 심결후 등록된 것이 위법성 판단에 영향을 미치지 않는 것입니다. 따라서, 심결이 취소될 수도 있고 안 될 수도 있는데, 심결이 취소되고 환송되면 심결각하한다는 의미입니다. 열공하세요~", ,,18.12.04
특허법,조문,188조 2항,특허소송에관한 질문입니다,"안녕하세요~ 변리사님!~ 188조 제 2항 법원은 제187조 단서(당사자계심판)에 따른 소에 관하여 소송절차가 완결되었을 때에는 지체 없이 그 사건에 대한 각 심급(審級)의 재판서 정본을 특허심판원장에게 보내야 한다. Q1_소송절차완결되었을때 :예를 들면, 판결로써 해당 심결 또는 결정을 취소한때 이렇게 이해하는것이 맞나요? Q2_여기서 '각 심급' 은 무엇을 말하나요? (상고심까지 간경우, 심취소 소송에서의 판결 정본, 대법원에서 상고심에서의 판결 정본 이 2개를 심판원장에게 보내야한다고 이해하는게 맞나요?) 늘 답변 감사합니다 추운데 감기조심하세요!",안녕하세요? 네. 둘 다 이해하고 있는 것이 맞습니다. 열공하세요~ 답글기능 더보기, ,,18.12.14
특허법,조문,186조,관련해서 질문드려요,"안녕하세요 임병웅 변리사님 소의이익과 관련해서 궁금한게 있어서 질문 드릴려고합니다. 적극권범심판이 청구되고 인용심결이 내려진 후 피청구인이 심결취소소송을 한 후 인용대상발명이 특허등록 된 경우에서, 이지특허 강의중 심결당시 사실상태로는 권리vs비권리 심판이므로 심결은 적법하며, 따라서 확인대상발명의 등록 여부와 관계없이 소의이익은 긍정된다고 하였는데 상표법에서 같은 파트 공부중 (특허법원2004.1.15 선고2003허4191) 판결에서는 심결의 위법은 없지만, 변종시 기준으로 권리대권리 적극권범 심판은 그자체로 부적법하며 그에 따른 심결의 당부를 구할 이익도 없으므로 소의 이익은 부정된다는 판결이 있습니다 1. 여기서 두 경우가 다른이유가 현재 대법원의 정확한 입장이 나오지 않고 있어서 통설과 특허법원의 입장이 반대되는것인가요? 2. 제가 제대로 이해한게 맞다면 1차 시험에선 특허법원의 입장을 정답으로 하면 되는게 맞나요? 늘 감사합니다. 좋은하루되세요!","안녕하세요? 원심판이 기각(각하)심결인 경우 심결취소소송에서 승소(취소환송)하더라도 어차피 심판원에서 각하될 것이기 때문에, 소의 이익이 없다는 것입니다. 그러나 원심판이 인용심결인 경우 소의 이익이 있습니다. 기본서에 충분한 설명이 있으니 다시 한 번 정독해 보세요~ ",네 말씀하신 부분은 이해했습니다. 다만 상표와 관련된 특허법원판결에선 원심판이 인용심결인 경우에도 소의이익이 없다는 판결이 있어서 그 차이에 대해서 여쭤본겁니다 ㅜㅜ,특허법원 판례가 잘못된 것으로 보입니다. 기본서를 보면 여러 대법원 판례가 각주에 나와 있습니다. 참고하세요~,18.12.14
특허법,조문,186조,"심결취소소송에서 재판상 화해, 청구의 포기 또는 인낙과 당사자간 합의의 차이점","안녕하세요. 선생님. 기본서에서 ""특허소송의 종료"" 파트를 보면(pp.1175~1178) ""판결의 대세효가 있는 특허소송의 경우에는 재판상 화해 및 청구의 포기 또는 인낙은 인정될 수 없다고 봄이 타당하다."" 라고 나와 있습니다. 그런데 심결취소소송을 제기한 후 당사자 사이에 소를 취하하기로 하는 합의가 이루어진다면 이는 사정변경으로서 소의 이익이 소멸하여 해당 소가 각하되어야 하는데 대세효가 있는 특허소송인데도 왜 그렇게 하는 건지 궁금합니다. 특허소송은 대세효가 있으므로 아무리 당사자간 합의가 있다고 해도 재판상 화해가 허용되지 않는 것과 마찬가지로 당사자간 합의를 사정변경으로 보면 안되는 게 아닌가 하는 생각이 듭니다. 즉, 특허소송의 대세효를 고려하여 재판상 화해를 인정하지 않는다면 당사자 사이에 소를 취하하기로 하는 합의 또한 인정해서는 안되는 게 아닌지 궁금합니다.","안녕하세요? 재판상 화해는 판결과 동일한 효과가 발생하지만, 합의는 판결의 효력을 발생시키는 것이 아니기 때문에 허용되는 것입니다. 또한, 당사자가 처분을 구하는 것에 대하여만 심리하여 판단하는 처분권주의가 적용되는데, 당사자가 합의를 했다는 것은 더 이상 처분을 구하지 않는다는 의미이기도 합니다. 열공하세요~", ,,18.12.18
특허법,조문,189조,권리범위확인심판의 심결취소소송에서 법원이 인용 또는 기각 판결을 한 경우 심판원에서 다시 심리를 진행하는지,안녕하세요. 변리사님. 특허소송 절차에 대해 질문드립니다. 제189조(심결 또는 결정의 취소) ② 심판관은 제1항에 따라 심결 또는 결정의 취소판결이 확정되었을 때에는 다시 심리를 하여 심결 또는 결정을 하여야 한다. ③ 제1항에 따른 판결에서 취소의 기본이 된 이유는 그 사건에 대하여 특허심판원을 기속한다. 심결취소소송이 권리범위확인심판의 심결에 대한 것이라면 특허법원 또는 대법원에서 인용 판결이 확정된 이후 심판원에서 다시 권리범위에 속하는지 여부를 심리해서 심결을 내려야 하는 건가요? 특허발명의 권리범위에 속하는지 여부를 직접 심리 판단한 특허법원(사실심)의 판결로서 끝이나는 것인지 아니면 다시 심판원으로 환송되서 권리범위에 속하는지 여부의 심결을 내리고 그 심결이 확정되어야 종국적인건지 궁금합니다.,안녕하세요? 심판원으로 환송됩니다. 열공하세요~, ,,18.12.19
특허법,조문,186조,참가신청이 거부된자의 청구인적격,안녕하세요 186조 법문에 참가신청이 거부된자도 심결취소소송을 제기할 수 있다 고 되어있는데요 1. 기본서 p1002에 설명하신 이유를 보면 위의 거부된 자라도 심결취소소송을 제기할 수 있지만 이해관계가 없다면 청구적격이 없는걸로 해석되는데 법문상 제기할 수 있다는 것과 청구적격은 다른 의미인지요 2. 위의 거부된 자가 심결취소소송을 제기한 경우 나머지 당사자도 확정이 차단되나요? 감사합니다,안녕하세요? 1. 거부된 자는 이해관계가 항상 있습니다. 2. 네 열공하세요~, ,,19.01.04
특허법,문제,186조,심결취소소송에 대해 질문드립니다.,"안녕하십니까 1. 객관식 특허법 883번의 1번 보기를 보면 '행정소송의 일종인 심결취소소송에 직권주의가 가미되어 있다고 하더라도 여전히 변론주의를 기본 구조로 하는 이상, 법원이 당사자가 주장하지도 않은 법률요건에 관하여 판단하는 것은 변론주의 원칙에 위배되는 것이다.' 라고 되어있는데 882번의 4번 보기를 보면 '법원은 당사자가 주장하지 아니하였더라도 기록상 자료가 나타나 있으면 직권으로 판단할 수 있다' 라고 되어있습니다. 이 두 내용이 배치되는것 처럼 보이는데 당사자가 주장하거나 기록상 자료가 있으면 판단 가능하고 주장도 기록상 자료도 없는 경우에만 판단할 수 없는것으로 이해하면 되는 부분인가요?? 2. 888번 문제를 보면 심결취소소송에서 위법 여부는 심결당시의 법령과 사실상태를 기준으로 판단하여야 한다라고 되어있는데 특허권자가 정정심판을 하는 경우 정정 후의 사실상태로 판단하므로 틀린지문이 될 수 있지 않나요??","1. 당사자가 주장하지 않은 것은 심리할 수 없으나, 자료에 일건 현출되어 있는 것은 심리할 수 있습니다. 2. 정정의 소급효로 인해 심결 전에 정정된 것으로 봅니다. 질문하신 내용은 모두 기본서에 상세히 기술되어 있으니 정독해 보세요~", ,,19.01.08
특허법,조문,191조,피고적격,"안녕하세요. 임병웅변리사님! 질문이있습니다. 191조에서 1호.에서 외국에의 특허출원 금지할 때, 보상금에 대해 불복하여 소송을 왜 제기할수 없는건가요?(기본서와 법조문자료를 보면 빠져있더라구요..) 2호.에서 통상실시권자도 포함되어 있으니 통상실시권자도 190조의 원고가 될 수 있는거 아닌가요? 3호.에서 말하는 통상실시권자는 원래부터 있던 통상실시권자(돈을받아야하는자)를 말하는건가요? 아님 110조2항2호, 138조4항에 의한 통상실시권자(돈을줘야하는자)를 말하는건가요? (+ 110조2항2호에의한 통상실시권자는 특허권자,전용실시권자 외에 원래부터 있던 통상실시권자에게 대가를 지급해야하나요?) 제 생각에는 110조2항2호에 의한 통상실시권자는 원래부터 있던 통상실시권자에겐 대가를 지불하지않아도 되며, 따라서 191조 3호에서 110조와 138조에 의한 통상실시권자는 모두 원래부터 있던 통상실시권자에게 대가를 지불하지않으므로, 191조3호의 통상실시권자는 110와 138조에 의한 통상실시권자 인거 같은데..맞나요? 헷갈려서 정리가 잘 되지않습니다..",안녕하세요? 1. 법 제191조 제1항에서 제41조제3항이 외국에의 출원금지에 대한 보상금의 불복입니다. 2. 네 3. 돈을 줘야 하는 자를 말합니다. + 지급하지 않습니다. 돈을 줘야 하는 자라고 생각하면 됩니다. 열공하세요~ 답글기능 더보기, ,,19.01.08
특허법,조문,186조,소의 이익에 관한 질문입니다.,"내용적인 질문은 아니지만, 궁금한 점이 있어 질문드립니다. 소의 이익에서 침해소송과 권리범위확인심판 서로 간에 어느 하나의 판결이 다른 하나의 소의 이익에 영향을 미치지 않는다고 하는데요, 법조문 164조 1항에서 '절차를 중지할 수 있다' 라고 하고 이지특허법 1041페이지의 로마자 I에서도 마지막에 중지 여부는 재량이지 의무가 아니다 라고 하였습니다. 그렇다면 현실적으로 관련되는 심판과 소송에 있어서 절차를 중지하지 않는 경우가 있는지, 그리고 만약 중지하지 않고 진행하여 모순된 결과가 나온다면 서로간에 기속력이 있는지가 궁금합니다. (사실 질문을 어디에 올려야 할지 망설이다가 이지특허법의 소의 이익 부분을 읽다가 생긴 의문이어서 여기에 올렸습니다. 164조에 관한 질문이라고 하시면 옮기겠습니다)",기속력이 없습니다. 열공하세요~, ,,19.01.20
특허법,조문,186조,소의 이익관련 질문드립니다,"안녕하세요, 변리사님! 소송파트 궁금한게 생겨 질문드립니다. 17판 EZ교재 p.1154 하단 관련하여, '침해소송 제기된 후 소극적 권리버뮈확인심판 청구한 경우 소 이익/ 확인의 이익이 있다.' 또, 12판 도해교재 p.306 소의이익 부분에서 '침해소송 제기된 후 소극적권리범위확인심판 청구한 경우 확인의 이익을 부정 두 내용에서, 소이익/확인의익을 수험적으로 어떻게 정리해야할지 모르겠어서 질문드립니다.! 감사합니다. 새해 복 많이 받으세요!",안녕하세요? 소 이익/확인의 이익을 모두 긍정한다는 것이 대법원 판례입니다. 제목이 질문 규칙에 맞지 않으니 수정해 주세요., ,,19.02.02
특허법,조문,186조,실질적 보정기회 질문드립니다.,"안녕하세요 임병웅 변리사님 회독중 궁금한게 생겨 질문드립니다. 특객 879p 2번 보기입니다. 심사 및 심판단계에서 선행발명 1에 선행발명2의 구성요소를 결합하여 진보성 부정된다는 취지로 거절결정 하였는데, 거절결정불복심판의 심결취소소송에 이르러 특허청장이 선행발명 2를 주된 선행발명으로 주장하는 것은 허용되지 않는다. 맞는 보기인데, 왜 맞는지 궁금합니다. 심결취소소송에서 새로운 선행발명을 결합한것이 아닌, 심사 및 심판단계에서 결합했었고, 심결취소소송에서 선행발명 한개를 제외하고 하나만 주장했다면, 출원인에게는 실질적 대응기회가 주어졌다고 판단했는데, 왜 맞는보기인지 궁금합니다. 설 연휴 행복하게 보내세요~ 감사합니다.","안녕하세요? 법조문이 같아도 이를 뒷받침하는 사실이 다르면 다른 거절이유입니다. 따라서, 출원인에게 실질적 대응기회가 주어졌다고 할 수 없습니다. 열공하세요~", ,,19.02.03
특허법,조문,186조,심리범위 질문드립니다!,"안녕하세요 임병웅 변리사님 정리중에 궁금한 사항이 생겨 질문드립니다. 심판에서는 청구인이 주장하지 않은 이유로 직권심리가 가능하다고 알고있습니다. 다만 재심에서는 당사자가 주장하지 않은 이유로는 심리할 수없고, 심결취소소송에서는 거불복에 대한 심결과 취소결정에 대한 취소소송에서는 일건기록에 현출된 사항 내에서만 당사자가 주장하지 않은 이유로도 심리할 수 있다 고 보면 맞게 이해한 것인가요? 감사합니다. 명절 행복하게 보내세요~ 저작자 표시컨텐츠변경비영리",안녕하세요? 네. 맞습니다. 새해 복 많이 받으세요~, ,,19.02.09
특허법,조문,186조,소이익에 관해 질문드립니다,"안녕하세요 변리사님! 소이익이 없는경우에 대해 질문드립니다! [내용] 1. ""심결을 취소해도 유리한 심결을 받을수 없는경우"" 심결취소를 구할 소이익을 인정하기 어려우며, 위 유리한 심결을 받을 가능성이 없는경우란 각하되어야할 심결이 기각된 경우라고 배웠습니다. 이에대한 예로서 i)적극적 권리범위확인심판의 심판단계중 당사자간합의가 있어 심결각하해야 함에도, 실체판단해 기각심결한경우 법원이 취소소송을 제기한 원고청구를 인용해 심결취소해도 심판원은 각하심결할 것이므로 굳이 기각심결취소를 구할 소이익은 엇음 ii)적극적 권리범위학인심판의 기각심결후 심결취소소송중 확인대상발명이 특허등록된경우, 특허권자입장에서는 취소를 구할 소이익이 있지만, 청구를 인용하여 심결취소해 환송해도 심판원에서 심결각하할것이고, 특허권자입장에서는 기각이든 각하든 지는것은 같으므로, 법원은 소각하해 기각심결을 확장시킨다는 입장 2. 그런데 다음과 같은 판례에서는, 소각하시 심결확정되어 일사부재리효과가 생기므로, 부적절하여 심결취소시키고 심판원에서 심결각하한다고 판시햇습니다 i)특허무효심판 기각심결 중 원고가 이해관계인 아님이 밝혀진경우 심결취소(2003허6524) ii)적극적 권리범위확인심판 기각심결 취소소송중 피청구인이 확인대상발명을 실시하고 있지 않았음이 밝혀진경우 심결취소(2006허8705) [질문] 내용2의 두판례에 따르면, 소각하시 심결확정되어 부적절한 일사부재리 효과가 남을 위험이있어 심결취소한다고 하는데, 내용1의 ""심결취소해도 유리한심결을 받을가능성이 없는 예""들의 경우에도 소각하하면 부적절한 일사부재리효가 남아 심결취소를 하고 심결각하해야 하므로, 내용2의 두판례와 배치되는 것이 아닌가 하여 질문드립니다! 좀더 자세히 말하면 내용1의 ii) 의 경우, 이를 취소하지 않고 소각하해 심결을 확정시킨다면, 일사부재리효에 의해, 특허권자는 그후 동일한 확인대상발명에 대해(비록 확인대상발명이 등록되었지만 이용관계의 경우 권확청구 가능하므로) 같은증거로 권리범위 확인을 구할 수 없게되는 부적절한 심결효과가 남을 수도 있으므로, 법원은 유리한 심결을 받을 가능성이 없다는 이유만으로 소각하 하면 안되는것이 아닌가 하여 질문드립니다 답변 미리 감사드립니다!!","안녕하세요? 판례의 주류는 절차경제의 요청을 중시하여 소각하되어야 한다는 입장이나, 소수는 일사부재리효 발생 여부에 차이가 있기 때문에 소각하를 하고 있지 않은 것들이 있습니다. 소수가 논리적으로는 맞지만, 주류는 소각하하고 있다고 정리하면 됩니다. 기본서를 찾아보면 설명되어 있으니, 정독해 보세요. 답글기능 더보기 이전 목록으로 이동 1 다음 목록으로 이동", ,,19.02.10
특허법,조문,186조,심결취소소송에서 질문드립니다.,"안녕하세요 임병웅 변리사님 궁금한 사항이 생겨 질문드립니다. 지난번 질문에서 '심결취소소송에서는 거불복에 대한 심결과 취소결정에 대한 취소소송에서는 일건기록에 현출된 사항 내에서만 당사자가 주장하지 않은 이유로도 심리할 수 있다' 이거에 대해서 맞는지 질문드렸었고, 맞다고 하셨는데, 다시보니 궁금한 사항이 생겼습니다. 무효심결 등에서의 취소소송에서도 당사자가 주장하지 않은 이유로는 직권으로 심리할 수 없지만, 일건기록에 현출된 사항에서 당사자가 주장하지 않은 이유로도 직권으로 심리할 수 있다. 다만, 거불복과 취소결정에 대한 취소소송에서는 일건기록에 현출된 사항이라도 당사자가 주장하지 않은 이유로는 심리할 수 없고, 거절이유 등에서와 같이 실질적 대응기회를 준 사항에서만 심리할 수 있다. 이게 맞는건가요? 이게 맞다면 지난번 질문은 틀린것 아닌가요..? 감사합니다.","안녕하세요? -변론주의의 원칙: 당사자가 주장한 사항에 대해서 심리가능 -직권주의의 가미: 일건 기록에 현출되어 있는 사항에 대해서 심리가능 이라고 생각하면 됩니다. 거불복과 취소결정에 대한 취소소송이든 무효심결에 대한 취소소송이든 상관없이 적용됩니다. 다만, 거불복과 취소결정에 대한 취소소송은 심리범위가 제한되는 것입니다. 따라서, 제한된 심리범위내 일지라도 일건 기록에 현출되어 있는 사항에 대해서는 심리할 수 있습니다. 기본서를 정독해 보세요~", ,,19.02.10
특허법,조문,190조,대가의 심결과 심판비용의 심결에 대한 소,안녕하세요 변리사님! '통실허에서 정한 대가의 심결 및 심판비용의 심결 및 심판비용의 심결/결정에 대하여는 독립해서 특허법원에 소를 제기할수 있다'라는 49회 기출지문이 특허법원이 아닌 법원에 소를 제기해야해서 틀린지문이라고 나오는데 심판비용에 대한 심결에 대해서도 법원에 소를 제기할수 있는건가요?? 심판비용에 대해서는 아예 불복을 할수 없는걸로 알고있어서 질문드립니다!,"안녕하세요? 해설이 친절하지 않네요. 정확히 구분해서 설명드리면, 원심결/결정과 분리해서 심판비용의 심결과 결정만 불복하는 것은 허용되지 않습니다. 부수적 심판의 특성입니다. 예를 들어, 패소했지만 심판비용은 부담하지 않겠다고 불복하는 것은 허용되지 않습니다. 다만, 심판비용액에 대해서는 불복할 수 있습니다. (시험과 상관없지만 더 궁금한 사항은 산업재산권 심판비용액 결정에 관한 고시를 참고하세요.) 제목이 질문규칙에 맞지 않으니 수정해 주세요~", ,,19.02.10
특허법,조문,186조 1항,186조 1항 심결취소소송 에 관해,"특허법 186조 제 1항을 심결취소소송이라고 하셨는데 책 1189p에 심결취소소송은 항고소송의 일종이며, 소송물은 행정처분의 위법성 일반이라는 것이 통설 판례이다. 에서 소송물을 정확히 알고 싶어서 질문드립니다. 1.심결취소소송 = 심결 (심판관합의체의 판단)을 취소해달라는 소송 2.심결취소소송 = 특허취소결정을 취소해달라는 특허권자의 취소소송(취소결정에 대한 소) + 심결을 취소해달라는 소송( 결정계 심판의 기각심결, 각하심결 + 당사자계 심판의 각하심결,인용심결,기각심결) 1,2번중에 답이있나요? 굳이 나눈 이유는 취소결정 또한 심판관합의체의 판단이지만 ""심결""취소소송이라 칭하기에 구분했습니다. 혹여나 잘못이해하고 있다면 정정해주시면 감사하겠습니다.","법 제186조 제1항을 읽어보면 이미 답이 있습니다. 취소결정, 심결 및 각하결정을 취소해 달라는 소송입니다. 열공하세요~", ,,19.05.02
특허법,조문,189조,판결의 구속력과 관련한 질문입니다,"안녕하세요 임병웅 변리사님 확인대상발명이 구체적으로 특정되지 않아, 각하심결이 되었어야 함에도 본안심결이 난 경우, 그 불리한 측에서 심결취소소송을 제기한 사안에서요. 만약, 이 심결을 대법원에서 취소한 경우에는, 심판원에서 다시 심리를 진행하여야 하는것이 맞는지요? 이때 그렇다면, 당사자에게 요지변경이 아닌 범위에서 확인대상발명을 보정토록 하는게 맞는지요? 답변 감사드립니다.",안녕하세요? 네. 맞습니다. 열공하세요~, ,,19.06.29
특허법,문제,186~189,특허소송 (객관식 12판 882쪽),"정오표에 2번 지문 해설을 수정한 것으로 보이는 내용(문제 지문 아래 부분 필기 내용)이 있는데, 문제의 2번 지문의 원래 해설(오른쪽 부분 곱표 친 부분)이 내용상 맞는 것으로 판단되는데요, 정오표의 해설 내용(문제 지문 아래 부분 필기 내용)이 수정된 내용이 맞습니까?","네. 맞습니다. 요지는 인용과 기각으로 구분하여, 각하되어야 하는데 인용된 경우에는 소의 이익이 있지만, 각하되어야 하는데 기각된 경우에는 소의 이익이 없다는 것입니다. 열공하세요~", ,,19.07.25
특허법,조문,소송참가,민사소송의 공동소송적 보조참가도 적용가능한가요...?,안녕하세요 변리사님 특허 복습하던중 갑자기 궁금한게 생겨 가볍게 질문드립니다 이지특허 p1203에 보면 ‘특허소송은 행정소송이며 행정소송법 및 민소법의 참가규정이 준용된다. 그러므로 성격상 독당침은 허용안되나 보조참 또는 공소참은 허용된다’고 적혀있습니다. 이때 제소기간을 도과한 제 3자는 공동소송적 보조참가를 할 수 있다고 알고있는데 혹시 제소기간이 도과한 다른 공유자나 공동심판청구인도 공동소송적 보조참가를 할 수 있을까요...? 혹시 관련해서 판례같은게 있을지도 궁금합니다 항상 답변에 감사드립니다 이제 곧 주말인데 즐거운 주말 되세요!,"안녕하세요? 이지특허법에 다음과 같이 기술되어 있네요. ""그러나 제소기간이 지난 경우에는 다른 공유자나 공동심판청구인은 공동소송참가도 할 수 없고 보조참가를 할 수 있을 뿐이다."" 열공하세요~", ,,19.08.23
